label,count,+1,0,-1,entropy,purity
AVLP371,1,1,0,0,-0.000000,1.000000
AVLP372,2,2,0,0,-0.000000,1.000000
AVLP373,1,1,0,0,-0.000000,1.000000
AVLP374,4,4,0,0,-0.000000,1.000000
AVLP375,1,1,0,0,-0.000000,1.000000
AVLP376,1,1,0,0,-0.000000,1.000000
AVLP377,7,7,0,0,-0.000000,1.000000
AVLP378,2,2,0,0,-0.000000,1.000000
AVLP379,4,4,0,0,-0.000000,1.000000
AVLP380,2,2,0,0,-0.000000,1.000000
AVLP381,1,1,0,0,-0.000000,1.000000
AVLP382,5,5,0,0,-0.000000,1.000000
AVLP383,5,5,0,0,-0.000000,1.000000
AVLP384,4,4,0,0,-0.000000,1.000000
AVLP385,4,4,0,0,-0.000000,1.000000
AVLP386,3,3,0,0,-0.000000,1.000000
AVLP387,4,4,0,0,-0.000000,1.000000
AVLP388,2,2,0,0,-0.000000,1.000000
AVLP389,1,1,0,0,-0.000000,1.000000
AVLP390,1,1,0,0,-0.000000,1.000000
AVLP391,1,1,0,0,-0.000000,1.000000
AVLP392,1,1,0,0,-0.000000,1.000000
AVLP393,1,1,0,0,-0.000000,1.000000
AVLP394,2,2,0,0,-0.000000,1.000000
AVLP395,1,1,0,0,-0.000000,1.000000
AVLP396,1,1,0,0,-0.000000,1.000000
AVLP397,1,1,0,0,-0.000000,1.000000
AVLP398,1,1,0,0,-0.000000,1.000000
AVLP399,1,1,0,0,-0.000000,1.000000
AVLP400,2,2,0,0,-0.000000,1.000000
AVLP401,4,4,0,0,-0.000000,1.000000
AVLP402,1,1,0,0,-0.000000,1.000000
AVLP403,2,2,0,0,-0.000000,1.000000
AVLP404,2,2,0,0,-0.000000,1.000000
AVLP405,2,2,0,0,-0.000000,1.000000
AVLP406,3,3,0,0,-0.000000,1.000000
AVLP407,2,2,0,0,-0.000000,1.000000
AVLP408,2,2,0,0,-0.000000,1.000000
AVLP409,2,2,0,0,-0.000000,1.000000
